ID,Start Position X,Start Position Y,Start Position Z,End Position X,End Position Y,End Position Z,Type,Simulation,Time Spent_Norm,Time Spent_CAV,Time Spent_Mixed
30,(-147.1, 7.3, 92.9),(-20.0, 7.3, -43.6),CAV,0,117.0465,0,0
31,(208.4, 7.3, -72.2),(-6.2, 7.3, -33.2),CAV,0,200.5834,0,0
32,(-103.6, 7.3, -231.3),(98.6, 7.3, -164.8),CAV,0,0,0,0,0
33,(-7.3, 7.3, -82.2),(-72.7, 7.3, -47.7),CAV,0,49.44727,0,0
34,(-20.4, 7.3, -158.6),(-21.2, 7.3, -30.6),CAV,0,244.1224,0,0
35,(215.7, 7.3, -204.7),(-17.7, 7.3, -59.6),CAV,0,0,0,0,0
36,(-90.5, 7.3, -78.4),(-31.5, 7.3, -243.5),NonCAV,0,234.243,455.1688,0
37,(-108.4, 7.3, -51.5),(102.0, 7.3, -178.9),NonCAV,0,249.7592,0,0
38,(109.6, 7.3, 92.3),(40.2, 7.3, -240.6),CAV,0,235.7492,0,0
39,(185.2, 7.3, -199.2),(-20.8, 7.3, 217.7),NonCAV,0,554.817,0,0
40,(-32.2, 7.3, -245.0),(102.0, 7.3, -178.9),CAV,0,235.8571,0,0
41,(46.3, 7.3, -252.7),(61.2, 7.3, -254.4),CAV,0,7.565145,7.575293,0
42,(-91.8, 7.3, -68.9),(-31.5, 7.3, -243.5),NonCAV,0,191.8899,444.6407,0
43,(-26.4, 7.3, -165.9),(-82.2, 7.3, -211.8),CAV,0,200.3992,0,0
44,(-56.3, 7.3, -45.7),(110.4, 7.3, 205.8),CAV,0,167.2587,0,0
45,(-47.7, 7.3, -44.6),(50.7, 7.3, -222.0),CAV,0,134.5473,0,0
46,(-97.5, 7.3, -50.8),(50.7, 7.3, -222.0),CAV,0,170.4558,0,0
47,(29.6, 7.3, 213.4),(-141.0, 7.3, -195.2),CAV,0,300.2282,0,0
48,(-68.1, 7.3, -198.5),(-23.4, 7.3, -34.9),NonCAV,0,116.3876,0,0
49,(66.7, 7.3, -205.1),(-6.2, 7.3, -33.2),CAV,0,157.2527,0,0
50,(-39.2, 7.3, -166.3),(108.7, 7.3, -31.0),NonCAV,0,155.4046,0,0
51,(88.7, 7.3, -192.9),(-23.3, 7.3, -41.7),NonCAV,0,170.2964,0,0
52,(83.6, 7.3, -198.3),(112.9, 7.3, 210.8),NonCAV,0,171.6312,0,0
53,(-58.1, 7.3, 217.6),(-71.9, 7.3, -42.8),NonCAV,0,187.8538,0,0
54,(-32.9, 7.3, -246.4),(-23.4, 7.3, -34.9),CAV,0,205.7163,0,0
55,(-27.2, 7.3, -166.9),(98.6, 7.3, -164.8),CAV,0,176.8659,0,0
56,(-60.0, 7.3, -203.7),(-15.4, 7.3, 211.0),CAV,0,0,0,0,0
57,(-16.9, 7.3, 148.6),(96.2, 7.3, -174.1),CAV,0,179.3923,0,0
58,(84.1, 7.3, -197.8),(-135.5, 7.3, -53.3),CAV,0,168.982,0,0
59,(-114.9, 7.3, -46.7),(99.7, 7.3, 206.2),CAV,0,212.0902,0,0
60,(-149.6, 7.3, -69.0),(223.1, 7.3, 206.6),NonCAV,0,389.3543,0,0
61,(-19.4, 7.3, -82.1),(99.7, 7.3, 206.2),NonCAV,0,0,0,0,0
62,(-109.2, 7.3, -208.3),(-136.9, 7.3, -191.2),NonCAV,0,0,0,0,0
63,(-139.3, 7.3, -193.5),(-72.7, 7.3, -47.7),CAV,0,145.8171,0,0
64,(-111.3, 7.3, -248.4),(-0.3, 7.3, 225.0),NonCAV,0,385.8734,0,0
65,(-82.1, 7.3, 229.1),(-10.6, 7.3, -29.0),NonCAV,0,254.4072,0,0
66,(-8.3, 7.3, -94.5),(95.2, 7.3, -23.6),NonCAV,0,75.28487,0,0
67,(-116.6, 7.3, -205.2),(-41.5, 7.3, -190.4),NonCAV,0,147.6162,0,0
68,(98.5, 7.3, -66.0),(-0.3, 7.3, 225.0),NonCAV,0,254.5555,0,0
69,(137.6, 7.3, 210.0),(-71.9, 7.3, -42.8),NonCAV,0,360.8965,0,0
70,(29.9, 7.3, -239.0),(0.5, 7.3, 214.1),NonCAV,0,284.2267,0,0
71,(-67.2, 7.3, -234.8),(44.5, 7.3, -224.1),CAV,0,150.9978,0,0
72,(-62.4, 7.3, -230.6),(95.3, 7.3, -29.3),NonCAV,0,0,0,0,0
73,(169.8, 7.3, 208.8),(-4.2, 7.3, 210.1),CAV,0,443.4845,0,0
74,(-85.5, 7.3, -68.5),(110.4, 7.3, 205.8),NonCAV,0,240.2166,0,0
75,(-151.5, 7.3, -78.4),(98.5, 7.3, -32.2),NonCAV,0,149.1036,0,0
76,(175.3, 7.3, -196.3),(98.5, 7.3, -32.2),NonCAV,0,287.5703,0,0
77,(17.5, 7.3, -213.5),(-20.8, 7.3, 217.7),CAV,0,304.8111,0,0
78,(218.0, 7.3, -202.9),(-20.8, 7.3, 217.7),CAV,0,530.9361,0,0
79,(152.4, 7.3, -178.7),(-0.3, 7.3, 225.0),CAV,0,212.2818,0,0
80,(-41.8, 7.3, -43.9),(-4.2, 7.3, 210.1),NonCAV,0,121.3361,0,0
81,(158.4, 7.3, 222.4),(44.5, 7.3, -224.1),CAV,0,210.9783,0,0
82,(143.5, 7.3, -187.0),(220.0, 7.3, 217.6),NonCAV,0,162.4336,161.9377,0
83,(-20.6, 7.3, -96.7),(95.7, 7.3, 211.9),NonCAV,0,238.6481,0,0
84,(109.9, 7.3, 141.9),(-82.2, 7.3, -211.8),NonCAV,0,267.8773,0,0
85,(98.6, 7.3, -115.6),(-101.0, 7.3, -86.3),CAV,0,262.2024,0,0
86,(-139.0, 7.3, -193.3),(-6.2, 7.3, -33.2),NonCAV,0,340.5117,0,0
87,(77.9, 7.3, -204.2),(25.7, 7.3, -241.0),NonCAV,0,51.33358,0,0
88,(-108.1, 7.3, -245.7),(40.2, 7.3, -240.6),CAV,0,160.3063,0,0
89,(-86.2, 7.3, -70.1),(-71.9, 7.3, -42.8),NonCAV,0,101.8049,321.8925,0
90,(-45.1, 7.3, -44.3),(-82.2, 7.3, -211.8),CAV,0,110.707,0,0
91,(-6.7, 7.3, -46.8),(-89.0, 7.3, -216.6),CAV,0,213.9348,0,0
92,(-46.8, 7.3, -237.1),(-6.2, 7.3, -33.2),CAV,0,237.3186,0,0
93,(220.8, 7.3, 214.8),(-21.2, 7.3, -30.6),NonCAV,0,163.5769,0,0
94,(78.5, 7.3, -192.7),(95.3, 7.3, -29.3),CAV,0,204.8145,0,0
95,(-56.3, 7.3, 217.6),(38.1, 7.3, -233.3),NonCAV,0,232.7422,0,0
96,(87.6, 7.3, -194.1),(-75.8, 7.3, -217.3),NonCAV,0,164.9679,0,0
97,(-97.3, 7.3, 217.4),(-15.4, 7.3, 211.0),NonCAV,0,37.72527,0,0
98,(-98.9, 7.3, -86.9),(45.3, 7.3, -236.9),NonCAV,0,214.4354,409.5431,0
99,(-137.5, 7.3, 55.9),(-75.8, 7.3, -217.3),CAV,0,288.2918,0,0
100,(-69.3, 7.3, -199.7),(96.2, 7.3, -174.1),CAV,0,114.3599,0,0
101,(-115.2, 7.3, -52.0),(-101.0, 7.3, -86.3),NonCAV,0,37.7457,0,0
102,(-37.0, 7.3, -37.1),(-59.8, 7.3, -190.7),CAV,0,199.5922,0,0
103,(-66.7, 7.3, -209.4),(-23.4, 7.3, -34.9),CAV,0,138.3203,0,0
104,(141.3, 7.3, -175.4),(-95.3, 7.3, -87.8),CAV,0,284.4338,0,0
105,(-25.4, 7.3, -164.7),(-146.8, 7.3, -54.6),CAV,0,111.6174,0,0
106,(216.2, 7.3, -204.3),(-136.9, 7.3, -191.2),CAV,0,439.0983,0,0
107,(-105.3, 7.3, -45.8),(-59.8, 7.3, -190.7),NonCAV,0,199.1199,0,0
108,(-67.9, 7.3, -210.5),(98.5, 7.3, -32.2),CAV,0,0,0,0,0
109,(-152.8, 7.3, -109.4),(-6.2, 7.3, -33.2),CAV,0,175.4546,0,0
110,(109.7, 7.3, 114.3),(98.6, 7.3, -164.8),CAV,0,204.6429,0,0
111,(-136.9, 7.3, 145.2),(-59.8, 7.3, -190.7),CAV,0,225.6113,0,0
112,(-43.4, 7.3, -44.1),(-24.5, 7.3, -147.7),CAV,0,0,0,0,0
113,(-58.6, 7.3, -238.3),(110.2, 7.3, -166.5),CAV,0,132.1451,0,0
114,(-144.0, 7.3, -87.4),(96.2, 7.3, -174.1),CAV,0,159.3084,0,0
115,(-102.6, 7.3, -211.0),(38.1, 7.3, -233.3),NonCAV,0,85.2663,0,0
116,(-7.6, 7.3, 83.9),(-47.5, 7.3, -197.4),NonCAV,0,233.7899,0,0
117,(-145.5, 7.3, -95.5),(98.5, 7.3, -32.2),NonCAV,0,123.6849,0,0
118,(-86.6, 7.3, 229.0),(-20.8, 7.3, 217.7),CAV,0,301.8571,0,0
119,(98.5, 7.3, -77.8),(-120.0, 7.3, -256.0),CAV,0,169.7549,0,0
120,(-100.3, 7.3, 229.0),(-6.2, 7.3, -33.2),CAV,0,355.947,0,0
121,(-19.0, 7.3, -50.9),(99.7, 7.3, 206.2),CAV,0,345.1187,0,0
122,(57.1, 7.3, 212.8),(95.2, 7.3, -23.6),NonCAV,0,128.2949,0,0
123,(98.6, 7.3, -113.9),(-72.7, 7.3, -47.7),NonCAV,0,170.7288,0,0
124,(-95.8, 7.3, 229.0),(107.5, 7.3, -176.4),CAV,0,341.4918,0,0
125,(-57.4, 7.3, -40.4),(-71.9, 7.3, -42.8),NonCAV,1,158.2486,0,0
126,(45.8, 7.3, -244.3),(-84.5, 7.3, -50.0),CAV,0,251.4144,0,0
127,(77.5, 7.3, -204.7),(-4.9, 7.3, -53.5),NonCAV,0,199.3766,0,0
128,(109.8, 7.3, 127.5),(95.2, 7.3, -23.6),NonCAV,0,145.8229,0,0
129,(-91.8, 7.3, -68.9),(-86.1, 7.3, -213.5),NonCAV,0,179.9487,0,0
130,(-122.3, 7.3, -202.9),(-10.6, 7.3, -29.0),NonCAV,0,222.4074,0,0
131,(-87.3, 7.3, -72.2),(-4.2, 7.3, 210.1),CAV,0,198.8572,389.0675,0
132,(-151.9, 7.3, -80.5),(98.6, 7.3, -164.8),CAV,0,0,0,0,0
133,(50.7, 7.3, -247.5),(-138.0, 7.3, -55.7),NonCAV,0,280.0965,0,0
134,(182.0, 7.3, -198.3),(-0.3, 7.3, 225.0),CAV,0,212.2771,0,0
135,(-95.0, 7.3, -74.9),(-47.5, 7.3, -197.4),NonCAV,0,177.1461,329.7144,0
136,(-18.7, 7.3, -52.5),(-89.0, 7.3, -216.6),CAV,0,132.7179,0,0
137,(98.6, 7.3, -120.8),(208.9, 7.3, 222.4),NonCAV,0,210.0395,0,0
138,(12.9, 7.3, -211.7),(-134.3, 7.3, -48.5),CAV,0,147.7487,0,0
139,(208.7, 7.3, 66.8),(0.5, 7.3, 214.1),NonCAV,0,312.4266,0,0
140,(34.9, 7.3, -246.2),(108.8, 7.3, -20.8),NonCAV,0,107.46,0,0
141,(-45.4, 7.3, -237.7),(-4.2, 7.3, 210.1),NonCAV,0,338.7178,0,0
142,(-7.4, 7.3, -203.7),(-135.5, 7.3, -53.3),CAV,0,136.9451,0,0
143,(-137.6, 7.3, 36.2),(108.7, 7.3, -31.0),CAV,0,371.741,0,0
144,(-69.8, 7.3, 229.1),(108.7, 7.3, -31.0),NonCAV,0,412.8518,0,0
145,(35.6, 7.3, -246.6),(45.3, 7.3, -236.9),NonCAV,0,5.822002,5.824428,0
146,(-150.4, 7.3, -72.9),(-77.3, 7.3, -224.3),CAV,0,285.5406,0,0
147,(-3.4, 7.3, -215.8),(36.1, 7.3, -235.9),NonCAV,0,24.79347,0,0
148,(62.0, 7.3, -26.7),(-71.9, 7.3, -42.8),CAV,0,43.31168,0,0
149,(-50.7, 7.3, -235.4),(108.8, 7.3, -20.8),CAV,0,259.8211,0,0
